Task B3: Countries with Temperatures from -10.0 to 10.0
Temperature,Year,Month,Country,Country_Code
4.14(C) 39.45(F),2012,Mar,Korea. Republic of,KOR
4.14(C) 39.45(F),2000,Dec,Croatia,HRV
4.14(C) 39.45(F),2016,Nov,Denmark,DNK
4.14(C) 39.45(F),2010,Apr,Korea. Democratic People's Republic of,PRK
4.14(C) 39.45(F),2004,Apr,Tajikistan,TJK
4.14(C) 39.45(F),2002,Jan,Netherlands,NLD
4.14(C) 39.45(F),2013,Aug,Chile,CHL
4.14(C) 39.46(F),2011,Feb,Netherlands,NLD
4.14(C) 39.46(F),2011,Nov,Estonia,EST
4.14(C) 39.46(F),2015,Dec,Albania,ALB
4.14(C) 39.46(F),2003,Apr,Latvia,LVA
4.14(C) 39.46(F),2006,Feb,Italy,ITA
4.15(C) 39.47(F),2008,Nov,Ukraine,UKR
4.15(C) 39.47(F),2012,Mar,Moldova,MDA
4.16(C) 39.49(F),2000,Jan,United Kingdom,GBR
4.16(C) 39.49(F),2016,Feb,Slovenia,SVN
4.16(C) 39.49(F),2015,Nov,Estonia,EST
4.16(C) 39.49(F),2007,Nov,Bosnia and Herzegovina,BIH
4.16(C) 39.49(F),2014,Nov,Moldova,MDA
4.17(C) 39.50(F),2002,Nov,Switzerland,CHE
4.17(C) 39.50(F),2003,May,Russia,RUS
4.17(C) 39.50(F),2000,Feb,Croatia,HRV
4.18(C) 39.52(F),2013,Nov,Estonia,EST
4.18(C) 39.52(F),2001,Mar,Czech Republic,CZE
4.18(C) 39.53(F),2001,Mar,United Kingdom,GBR
4.18(C) 39.53(F),2004,Dec,Monaco,MCO
4.19(C) 39.53(F),2015,Jul,New Zealand,NZL
4.19(C) 39.54(F),2008,Feb,Faroe Islands,FRO
4.19(C) 39.54(F),2007,Mar,Latvia,LVA
4.19(C) 39.54(F),2000,Mar,Azerbaijan,AZE
4.19(C) 39.55(F),2011,Jan,Bhutan,BTN
4.20(C) 39.55(F),2004,Feb,United Kingdom,GBR
4.20(C) 39.55(F),2001,Dec,Faroe Islands,FRO
4.20(C) 39.56(F),2013,Mar,Ireland,IRL
4.20(C) 39.56(F),2006,Jun,New Zealand,NZL
4.20(C) 39.57(F),2016,Dec,Denmark,DNK
4.20(C) 39.57(F),2015,Oct,Liechtenstein,LIE
4.20(C) 39.57(F),2009,Mar,Japan,JPN
4.21(C) 39.58(F),2001,May,Iceland,ISL
4.21(C) 39.58(F),2010,Mar,Slovenia,SVN
4.21(C) 39.59(F),2014,Apr,Tajikistan,TJK
4.22(C) 39.59(F),2009,Mar,Faroe Islands,FRO
4.22(C) 39.59(F),2010,Jan,Turkmenistan,TKM
4.22(C) 39.59(F),2010,Feb,Albania,ALB
4.22(C) 39.59(F),2000,Oct,Kazakhstan,KAZ
4.22(C) 39.59(F),2010,Dec,Albania,ALB
4.22(C) 39.60(F),2015,Mar,Faroe Islands,FRO
4.22(C) 39.60(F),2001,Feb,Croatia,HRV
4.22(C) 39.60(F),2011,Jan,Italy,ITA
4.23(C) 39.61(F),2002,Nov,Poland,POL
4.23(C) 39.61(F),2008,Feb,Denmark,DNK
4.23(C) 39.62(F),2002,Jul,Chile,CHL
4.23(C) 39.62(F),2000,Jun,Chile,CHL
4.23(C) 39.62(F),2016,Dec,Belgium,BEL
4.24(C) 39.62(F),2006,Dec,Iran,IRN
4.24(C) 39.62(F),2009,Jul,New Zealand,NZL
4.24(C) 39.63(F),2014,Feb,Macedonia,MKD
4.24(C) 39.63(F),2016,Jan,Netherlands,NLD
4.24(C) 39.63(F),2002,Feb,Moldova,MDA
4.24(C) 39.63(F),2001,Mar,Georgia,GEO
4.24(C) 39.64(F),2005,Jan,Nepal,NPL
4.25(C) 39.65(F),2012,Feb,United Kingdom,GBR
4.25(C) 39.65(F),2014,Jan,Luxembourg,LUX
4.25(C) 39.66(F),2008,Dec,Faroe Islands,FRO
4.25(C) 39.66(F),2005,Jul,Chile,CHL
4.25(C) 39.66(F),2008,Jun,Chile,CHL
4.26(C) 39.66(F),2014,Jan,Croatia,HRV
4.26(C) 39.67(F),2005,Nov,Republic of Montenegro,MNE
4.27(C) 39.68(F),2006,Mar,Republic of Serbia,SRB
4.27(C) 39.68(F),2000,Mar,Czech Republic,CZE
4.27(C) 39.68(F),2009,Apr,Liechtenstein,LIE
4.27(C) 39.68(F),2013,May,Liechtenstein,LIE
4.27(C) 39.69(F),2003,Jan,Bhutan,BTN
4.28(C) 39.70(F),2008,Oct,Kyrgyzstan,KGZ
4.28(C) 39.70(F),2010,Mar,Romania,ROU
4.28(C) 39.70(F),2013,Dec,Monaco,MCO
4.28(C) 39.70(F),2010,Sep,Canada,CAN
4.29(C) 39.72(F),2004,May,Liechtenstein,LIE
4.29(C) 39.72(F),2002,Nov,Austria,AUT
4.29(C) 39.72(F),2001,Feb,Netherlands,NLD
4.29(C) 39.72(F),2014,Jan,Bhutan,BTN
4.29(C) 39.73(F),2009,Nov,Austria,AUT
4.30(C) 39.73(F),2001,Mar,Austria,AUT
4.30(C) 39.73(F),2006,Nov,Austria,AUT
4.30(C) 39.73(F),2016,Feb,Moldova,MDA
4.30(C) 39.74(F),2013,Nov,Czech Republic,CZE
4.30(C) 39.75(F),2005,Jan,Belgium,BEL
4.30(C) 39.75(F),2001,Jan,Monaco,MCO
4.31(C) 39.76(F),2008,Aug,Chile,CHL
4.31(C) 39.76(F),2016,Feb,Uzbekistan,UZB
4.31(C) 39.76(F),2002,Feb,Macedonia,MKD
4.31(C) 39.76(F),2000,Jan,Nepal,NPL
4.31(C) 39.76(F),2004,Jan,United Kingdom,GBR
4.31(C) 39.76(F),2007,Jan,Republic of Serbia,SRB
4.32(C) 39.77(F),2007,Apr,Georgia,GEO
4.32(C) 39.77(F),2007,Feb,Slovenia,SVN
4.32(C) 39.77(F),2015,Mar,Republic of Montenegro,MNE
4.32(C) 39.77(F),2011,Oct,Sweden,SWE
4.32(C) 39.77(F),2007,Jan,Hungary,HUN
4.32(C) 39.78(F),2013,Apr,Korea. Democratic People's Republic of,PRK
4.32(C) 39.78(F),2012,Oct,Kyrgyzstan,KGZ
4.33(C) 39.79(F),2004,Feb,Andorra,AND
4.33(C) 39.79(F),2014,Feb,Bulgaria,BGR
4.33(C) 39.79(F),2013,Jul,Chile,CHL
4.33(C) 39.79(F),2008,Jan,Luxembourg,LUX
4.33(C) 39.80(F),2015,Nov,Latvia,LVA
4.33(C) 39.80(F),2001,Feb,Albania,ALB
4.34(C) 39.81(F),2000,Nov,Estonia,EST
4.34(C) 39.81(F),2003,Mar,Republic of Serbia,SRB
4.34(C) 39.81(F),2012,Nov,Austria,AUT
4.34(C) 39.81(F),2016,Oct,Kazakhstan,KAZ
4.34(C) 39.81(F),2005,Apr,Tajikistan,TJK
4.34(C) 39.82(F),2004,Jan,France,FRA
4.34(C) 39.82(F),2006,Dec,Andorra,AND
4.34(C) 39.82(F),2000,Nov,Belarus,BLR
4.35(C) 39.82(F),2007,Jan,Bosnia and Herzegovina,BIH
4.35(C) 39.82(F),2013,Feb,Faroe Islands,FRO
4.35(C) 39.82(F),2016,Feb,Afghanistan,AFG
4.35(C) 39.83(F),2008,Feb,Luxembourg,LUX
4.35(C) 39.83(F),2005,Feb,Greece,GRC
4.35(C) 39.83(F),2007,Dec,Andorra,AND
4.35(C) 39.84(F),2001,Jan,Albania,ALB
4.36(C) 39.85(F),2007,Jan,Albania,ALB
4.37(C) 39.86(F),2015,Jan,France,FRA
4.37(C) 39.86(F),2007,Nov,Macedonia,MKD
4.37(C) 39.87(F),2015,Mar,Ukraine,UKR
4.38(C) 39.88(F),2002,Oct,Liechtenstein,LIE
4.38(C) 39.88(F),2003,Dec,United Kingdom,GBR
4.38(C) 39.88(F),2008,Jan,Greece,GRC
4.38(C) 39.89(F),2016,Mar,Poland,POL
4.38(C) 39.89(F),2001,Apr,Faroe Islands,FRO
4.39(C) 39.89(F),2004,May,Iceland,ISL
4.39(C) 39.90(F),2014,Dec,United Kingdom,GBR
4.39(C) 39.90(F),2004,Mar,Bosnia and Herzegovina,BIH
4.39(C) 39.90(F),2005,Oct,Finland,FIN
4.39(C) 39.91(F),2005,Mar,Faroe Islands,FRO
4.40(C) 39.91(F),2000,Jan,Spain,ESP
4.40(C) 39.92(F),2012,Sep,Iceland,ISL
4.40(C) 39.92(F),2005,Oct,Sweden,SWE
4.41(C) 39.93(F),2005,Dec,United Kingdom,GBR
4.41(C) 39.93(F),2001,Mar,Slovakia,SVK
4.41(C) 39.93(F),2016,May,Russia,RUS
4.41(C) 39.94(F),2000,May,Iceland,ISL
4.41(C) 39.94(F),2003,Dec,Monaco,MCO
4.41(C) 39.94(F),2007,May,Russia,RUS
4.41(C) 39.94(F),2006,Mar,Korea. Republic of,KOR
4.41(C) 39.94(F),2009,Nov,Switzerland,CHE
4.42(C) 39.96(F),2015,Jan,Andorra,AND
4.42(C) 39.96(F),2002,Nov,Ukraine,UKR
4.42(C) 39.96(F),2014,Jul,Chile,CHL
4.43(C) 39.98(F),2001,Dec,Spain,ESP
4.43(C) 39.98(F),2016,Mar,Germany,DEU
4.43(C) 39.98(F),2016,Mar,Ukraine,UKR
4.43(C) 39.98(F),2014,Mar,Switzerland,CHE
4.43(C) 39.98(F),2016,Dec,Monaco,MCO
4.44(C) 39.99(F),2010,Mar,Faroe Islands,FRO
4.44(C) 39.99(F),2012,Nov,Lithuania,LTU
4.44(C) 39.99(F),2016,Jan,Monaco,MCO
4.44(C) 39.99(F),2015,Dec,Poland,POL
4.44(C) 40.00(F),2004,Nov,Germany,DEU
4.44(C) 40.00(F),2007,Feb,Republic of Serbia,SRB
4.45(C) 40.01(F),2002,Jan,France,FRA
4.45(C) 40.01(F),2002,Mar,Denmark,DNK
4.45(C) 40.01(F),2008,Mar,Slovenia,SVN
4.45(C) 40.01(F),2007,Dec,Italy,ITA
4.45(C) 40.01(F),2013,Sep,Iceland,ISL
4.45(C) 40.02(F),2008,Jan,Lebanon,LBN
4.46(C) 40.02(F),2008,Jan,Monaco,MCO
4.46(C) 40.02(F),2003,Dec,Netherlands,NLD
4.46(C) 40.03(F),2006,Dec,Luxembourg,LUX
4.46(C) 40.03(F),2009,Oct,Estonia,EST
4.46(C) 40.03(F),2001,Mar,Germany,DEU
4.47(C) 40.04(F),2002,Oct,Lithuania,LTU
4.47(C) 40.04(F),2013,Mar,Republic of Serbia,SRB
4.47(C) 40.04(F),2001,Oct,Sweden,SWE
4.47(C) 40.04(F),2005,Jan,Iran,IRN
4.47(C) 40.04(F),2016,Jan,Belgium,BEL
4.47(C) 40.05(F),2016,Nov,Germany,DEU
4.47(C) 40.05(F),2011,Dec,Albania,ALB
4.47(C) 40.05(F),2016,Apr,Faroe Islands,FRO
4.47(C) 40.05(F),2009,Dec,France,FRA
4.48(C) 40.06(F),2000,Feb,Monaco,MCO
4.48(C) 40.06(F),2014,Feb,Germany,DEU
4.48(C) 40.07(F),2013,Mar,Monaco,MCO
4.48(C) 40.07(F),2000,Dec,Luxembourg,LUX
4.48(C) 40.07(F),2016,Mar,Faroe Islands,FRO
4.48(C) 40.07(F),2006,Apr,Faroe Islands,FRO
4.49(C) 40.08(F),2008,Apr,Switzerland,CHE
4.49(C) 40.08(F),2009,Mar,Slovenia,SVN
4.49(C) 40.08(F),2009,Jan,Ireland,IRL
4.49(C) 40.08(F),2009,Feb,Andorra,AND
4.49(C) 40.08(F),2013,Jan,Italy,ITA
4.50(C) 40.10(F),2015,Mar,Slovakia,SVK
4.50(C) 40.10(F),2012,Jun,Chile,CHL
4.51(C) 40.11(F),2004,Feb,Belgium,BEL
4.51(C) 40.12(F),2014,Feb,Faroe Islands,FRO
4.51(C) 40.12(F),2010,May,Liechtenstein,LIE
4.51(C) 40.12(F),2013,Dec,Faroe Islands,FRO
4.51(C) 40.12(F),2013,Nov,Latvia,LVA
4.51(C) 40.12(F),2006,Nov,Switzerland,CHE
4.52(C) 40.13(F),2012,Jan,Netherlands,NLD
4.52(C) 40.14(F),2003,Oct,Estonia,EST
4.53(C) 40.15(F),2005,Nov,Germany,DEU
4.53(C) 40.15(F),2012,Mar,Romania,ROU
4.53(C) 40.15(F),2008,Mar,Germany,DEU
4.53(C) 40.15(F),2010,Nov,United Kingdom,GBR
4.53(C) 40.15(F),2013,Jan,Turkmenistan,TKM
4.53(C) 40.15(F),2016,Mar,Slovakia,SVK
4.53(C) 40.15(F),2000,Mar,Macedonia,MKD
4.53(C) 40.15(F),2005,Sep,Canada,CAN
4.53(C) 40.16(F),2010,Feb,Turkey,TUR
4.54(C) 40.17(F),2016,Apr,Mongolia,MNG
4.54(C) 40.18(F),2001,Jun,Chile,CHL
4.54(C) 40.18(F),2011,Oct,Finland,FIN
4.55(C) 40.18(F),2011,Feb,Belgium,BEL
4.55(C) 40.18(F),2004,Mar,Germany,DEU
4.55(C) 40.19(F),2007,Jan,Germany,DEU
4.55(C) 40.19(F),2000,Nov,Latvia,LVA
4.55(C) 40.20(F),2016,Feb,Netherlands,NLD
4.55(C) 40.20(F),2007,Dec,United Kingdom,GBR
4.55(C) 40.20(F),2010,Jul,New Zealand,NZL
4.56(C) 40.20(F),2010,Mar,Germany,DEU
4.56(C) 40.21(F),2016,Jan,United Kingdom,GBR
4.57(C) 40.22(F),2004,Feb,Netherlands,NLD
4.57(C) 40.22(F),2007,Jan,Denmark,DNK
4.57(C) 40.22(F),2006,Feb,Faroe Islands,FRO
4.57(C) 40.23(F),2013,Apr,United States,USA
4.57(C) 40.23(F),2013,Feb,Nepal,NPL
4.57(C) 40.23(F),2012,Nov,Georgia,GEO
4.57(C) 40.23(F),2015,Apr,Mongolia,MNG
4.57(C) 40.23(F),2001,May,Norway,NOR
4.57(C) 40.23(F),2009,Jun,New Zealand,NZL
4.58(C) 40.24(F),2015,Feb,Ireland,IRL
4.58(C) 40.24(F),2014,Oct,Tajikistan,TJK
4.58(C) 40.24(F),2004,Aug,New Zealand,NZL
4.58(C) 40.25(F),2012,Jan,United Kingdom,GBR
4.58(C) 40.25(F),2001,Jan,Faroe Islands,FRO
4.59(C) 40.25(F),2006,Dec,Germany,DEU
4.59(C) 40.26(F),2004,Feb,Uzbekistan,UZB
4.59(C) 40.26(F),2016,Dec,France,FRA
4.59(C) 40.26(F),2005,Feb,Spain,ESP
4.59(C) 40.26(F),2013,Apr,Latvia,LVA
4.59(C) 40.27(F),2013,Mar,Japan,JPN
4.59(C) 40.27(F),2005,Aug,Chile,CHL
4.59(C) 40.27(F),2001,Mar,Korea. Republic of,KOR
4.59(C) 40.27(F),2001,Feb,Belgium,BEL
4.60(C) 40.27(F),2009,Jan,Faroe Islands,FRO
4.60(C) 40.28(F),2010,Apr,Faroe Islands,FRO
4.60(C) 40.28(F),2011,Feb,Faroe Islands,FRO
4.60(C) 40.28(F),2012,Jan,Belgium,BEL
4.60(C) 40.29(F),2002,Jan,Andorra,AND
4.60(C) 40.29(F),2001,Nov,Macedonia,MKD
4.60(C) 40.29(F),2000,Dec,United Kingdom,GBR
4.60(C) 40.29(F),2007,Oct,Finland,FIN
4.61(C) 40.30(F),2011,Mar,Czech Republic,CZE
4.61(C) 40.30(F),2005,Mar,Monaco,MCO
4.61(C) 40.30(F),2007,Dec,Greece,GRC
4.61(C) 40.30(F),2010,Nov,Belarus,BLR
4.62(C) 40.31(F),2016,Jul,Chile,CHL
4.62(C) 40.31(F),2004,Mar,Monaco,MCO
4.62(C) 40.32(F),2015,May,Norway,NOR
4.63(C) 40.33(F),2016,Dec,Afghanistan,AFG
4.63(C) 40.34(F),2001,Nov,Luxembourg,LUX
4.64(C) 40.34(F),2015,Apr,Tajikistan,TJK
4.64(C) 40.35(F),2002,Feb,Bosnia and Herzegovina,BIH
4.64(C) 40.35(F),2016,Dec,Turkmenistan,TKM
4.64(C) 40.35(F),2012,Dec,Italy,ITA
4.64(C) 40.36(F),2011,Apr,Mongolia,MNG
4.65(C) 40.36(F),2014,Feb,Bosnia and Herzegovina,BIH
4.65(C) 40.37(F),2008,Feb,Nepal,NPL
4.65(C) 40.37(F),2014,Dec,Belgium,BEL
4.66(C) 40.38(F),2004,Mar,Romania,ROU
4.66(C) 40.38(F),2006,Mar,Macedonia,MKD
4.66(C) 40.38(F),2001,May,Russia,RUS
4.66(C) 40.38(F),2013,Jan,Faroe Islands,FRO
4.66(C) 40.38(F),2003,Oct,Switzerland,CHE
4.66(C) 40.39(F),2002,Jan,Turkmenistan,TKM
4.66(C) 40.39(F),2009,Mar,Germany,DEU
4.67(C) 40.40(F),2016,Apr,Tajikistan,TJK
4.67(C) 40.40(F),2006,Mar,Croatia,HRV
4.67(C) 40.40(F),2000,Feb,Luxembourg,LUX
4.67(C) 40.40(F),2014,Feb,Nepal,NPL
4.67(C) 40.41(F),2016,Mar,Luxembourg,LUX
4.67(C) 40.41(F),2015,Nov,Lithuania,LTU
4.67(C) 40.41(F),2014,Feb,Hungary,HUN
4.67(C) 40.41(F),2003,Oct,Austria,AUT
4.68(C) 40.42(F),2006,Nov,Macedonia,MKD
4.68(C) 40.42(F),2010,Mar,Monaco,MCO
4.68(C) 40.42(F),2012,Mar,Uzbekistan,UZB
4.68(C) 40.43(F),2015,Jul,Chile,CHL
4.68(C) 40.43(F),2003,Jul,Chile,CHL
4.68(C) 40.43(F),2002,Jan,Faroe Islands,FRO
4.69(C) 40.43(F),2013,Feb,Ireland,IRL
4.69(C) 40.44(F),2011,Jul,New Zealand,NZL
4.69(C) 40.44(F),2014,Jan,United Kingdom,GBR
4.69(C) 40.45(F),2007,Feb,Bosnia and Herzegovina,BIH
4.70(C) 40.45(F),2015,Sep,Canada,CAN
4.70(C) 40.45(F),2014,Jul,New Zealand,NZL
4.70(C) 40.46(F),2009,Dec,Andorra,AND
4.71(C) 40.47(F),2001,Dec,Afghanistan,AFG
4.71(C) 40.47(F),2014,Mar,Lithuania,LTU
4.71(C) 40.47(F),2006,Dec,Monaco,MCO
4.71(C) 40.48(F),2004,Feb,France,FRA
4.71(C) 40.48(F),2000,Aug,Chile,CHL
4.72(C) 40.49(F),2015,May,Russia,RUS
4.72(C) 40.49(F),2016,Jun,Chile,CHL
4.72(C) 40.50(F),2008,Mar,Republic of Montenegro,MNE
4.73(C) 40.51(F),2001,Nov,Croatia,HRV
4.73(C) 40.51(F),2001,Feb,Ireland,IRL
4.73(C) 40.51(F),2008,Feb,Croatia,HRV
4.73(C) 40.52(F),2016,Feb,Belgium,BEL
4.73(C) 40.52(F),2008,Dec,Albania,ALB
4.74(C) 40.52(F),2005,Nov,Macedonia,MKD
4.74(C) 40.53(F),2003,Mar,Korea. Republic of,KOR
4.74(C) 40.54(F),2007,Feb,Hungary,HUN
4.74(C) 40.54(F),2009,Mar,Macedonia,MKD
4.75(C) 40.54(F),2012,Nov,Faroe Islands,FRO
4.75(C) 40.55(F),2016,Feb,Romania,ROU
4.76(C) 40.56(F),2002,Dec,United Kingdom,GBR
4.76(C) 40.56(F),2012,Mar,Switzerland,CHE
4.76(C) 40.57(F),2007,May,Chile,CHL
4.76(C) 40.57(F),2016,Mar,Japan,JPN
4.76(C) 40.57(F),2012,Dec,Belgium,BEL
4.76(C) 40.57(F),2015,Mar,Denmark,DNK
4.77(C) 40.58(F),2011,Jun,Chile,CHL
4.77(C) 40.58(F),2011,May,Russia,RUS
4.77(C) 40.59(F),2008,Nov,Czech Republic,CZE
4.77(C) 40.59(F),2015,Feb,Italy,ITA
4.78(C) 40.60(F),2005,Nov,Republic of Serbia,SRB
4.78(C) 40.61(F),2015,Oct,Kyrgyzstan,KGZ
4.78(C) 40.61(F),2014,May,Russia,RUS
4.78(C) 40.61(F),2012,Dec,Netherlands,NLD
4.78(C) 40.61(F),2005,Jan,Netherlands,NLD
4.78(C) 40.61(F),2003,Mar,Bosnia and Herzegovina,BIH
4.79(C) 40.62(F),2008,Nov,Slovakia,SVK
4.79(C) 40.63(F),2007,Nov,Faroe Islands,FRO
4.79(C) 40.63(F),2001,Nov,Bulgaria,BGR
4.79(C) 40.63(F),2015,Nov,Switzerland,CHE
4.79(C) 40.63(F),2014,Feb,Monaco,MCO
4.80(C) 40.63(F),2011,Dec,Luxembourg,LUX
4.80(C) 40.64(F),2001,Jan,Iran,IRN
4.80(C) 40.64(F),2010,Jun,Chile,CHL
4.80(C) 40.64(F),2009,Oct,Kyrgyzstan,KGZ
4.80(C) 40.64(F),2004,Nov,Slovenia,SVN
4.80(C) 40.64(F),2014,Jun,Chile,CHL
4.80(C) 40.64(F),2009,Jun,Chile,CHL
4.80(C) 40.65(F),2005,Jan,Bhutan,BTN
4.81(C) 40.65(F),2011,Oct,Liechtenstein,LIE
4.81(C) 40.66(F),2010,May,Iceland,ISL
4.81(C) 40.66(F),2005,Mar,Croatia,HRV
4.81(C) 40.66(F),2001,Feb,Turkmenistan,TKM
4.81(C) 40.66(F),2016,Feb,Ireland,IRL
4.81(C) 40.67(F),2003,Oct,Latvia,LVA
4.81(C) 40.67(F),2008,Jul,Chile,CHL
4.82(C) 40.67(F),2000,Oct,Norway,NOR
4.82(C) 40.67(F),2016,Nov,Azerbaijan,AZE
4.82(C) 40.67(F),2010,Nov,Germany,DEU
4.82(C) 40.68(F),2001,Jan,Nepal,NPL
4.82(C) 40.68(F),2008,Apr,Faroe Islands,FRO
4.82(C) 40.68(F),2007,Mar,Azerbaijan,AZE
4.82(C) 40.68(F),2006,Mar,Monaco,MCO
4.82(C) 40.68(F),2010,Jan,Bhutan,BTN
4.83(C) 40.69(F),2009,Feb,Afghanistan,AFG
4.83(C) 40.69(F),2014,May,Iceland,ISL
4.83(C) 40.70(F),2002,Nov,Czech Republic,CZE
4.83(C) 40.70(F),2011,Mar,Azerbaijan,AZE
4.83(C) 40.70(F),2011,Dec,United Kingdom,GBR
4.83(C) 40.70(F),2013,Nov,Germany,DEU
4.83(C) 40.70(F),2008,Apr,Mongolia,MNG
4.84(C) 40.71(F),2013,Mar,Croatia,HRV
4.84(C) 40.71(F),2011,Nov,Slovenia,SVN
4.84(C) 40.71(F),2000,Feb,Bhutan,BTN
4.84(C) 40.71(F),2014,Dec,Albania,ALB
4.84(C) 40.72(F),2014,Feb,Republic of Serbia,SRB
4.84(C) 40.72(F),2009,Nov,Slovakia,SVK
4.84(C) 40.72(F),2001,Oct,Tajikistan,TJK
4.85(C) 40.73(F),2015,Nov,Slovakia,SVK
4.85(C) 40.73(F),2003,Nov,Slovakia,SVK
4.85(C) 40.73(F),2003,Dec,France,FRA
4.85(C) 40.74(F),2006,Jul,New Zealand,NZL
4.85(C) 40.74(F),2003,Oct,Kyrgyzstan,KGZ
4.86(C) 40.74(F),2015,Mar,Japan,JPN
4.87(C) 40.76(F),2009,Dec,Turkey,TUR
4.87(C) 40.76(F),2002,Sep,Canada,CAN
4.87(C) 40.76(F),2006,Aug,Chile,CHL
4.87(C) 40.77(F),2012,Nov,Korea. Republic of,KOR
4.87(C) 40.77(F),2010,Feb,Italy,ITA
4.87(C) 40.77(F),2007,Jul,New Zealand,NZL
4.87(C) 40.77(F),2003,Aug,Chile,CHL
4.88(C) 40.78(F),2005,Nov,Bosnia and Herzegovina,BIH
4.88(C) 40.78(F),2009,May,Iceland,ISL
4.88(C) 40.78(F),2013,Dec,Denmark,DNK
4.88(C) 40.78(F),2008,Mar,Japan,JPN
4.88(C) 40.79(F),2007,Nov,Denmark,DNK
4.88(C) 40.79(F),2013,Nov,Belarus,BLR
4.89(C) 40.79(F),2014,Dec,Turkey,TUR
4.89(C) 40.80(F),2002,Feb,Monaco,MCO
4.89(C) 40.80(F),2006,Dec,France,FRA
4.89(C) 40.80(F),2005,Jan,Spain,ESP
4.90(C) 40.81(F),2014,Jan,Monaco,MCO
4.90(C) 40.81(F),2008,Feb,United Kingdom,GBR
4.90(C) 40.82(F),2008,Dec,Ireland,IRL
4.90(C) 40.82(F),2012,Jun,New Zealand,NZL
4.90(C) 40.82(F),2014,Jan,Albania,ALB
4.90(C) 40.83(F),2015,Nov,Uzbekistan,UZB
4.90(C) 40.83(F),2007,Feb,Nepal,NPL
4.90(C) 40.83(F),2012,Feb,Spain,ESP
4.90(C) 40.83(F),2010,Oct,Belarus,BLR
4.91(C) 40.84(F),2004,Dec,Andorra,AND
4.91(C) 40.84(F),2016,Feb,Monaco,MCO
4.91(C) 40.84(F),2015,Mar,Czech Republic,CZE
4.92(C) 40.85(F),2008,Oct,Liechtenstein,LIE
4.92(C) 40.86(F),2016,Feb,Republic of Montenegro,MNE
4.92(C) 40.86(F),2012,May,Norway,NOR
4.92(C) 40.86(F),2002,Jul,New Zealand,NZL
4.92(C) 40.86(F),2010,Oct,Latvia,LVA
4.92(C) 40.86(F),2009,Apr,Georgia,GEO
4.93(C) 40.87(F),2009,Dec,Turkmenistan,TKM
4.93(C) 40.87(F),2015,Nov,Austria,AUT
4.93(C) 40.88(F),2013,Sep,Canada,CAN
4.94(C) 40.89(F),2013,Dec,Andorra,AND
4.94(C) 40.89(F),2007,Apr,Armenia,ARM
4.94(C) 40.90(F),2011,Apr,Liechtenstein,LIE
4.94(C) 40.90(F),2008,Jan,Nepal,NPL
4.95(C) 40.90(F),2013,Nov,Faroe Islands,FRO
4.95(C) 40.91(F),2005,Nov,Faroe Islands,FRO
4.95(C) 40.91(F),2015,Dec,Faroe Islands,FRO
4.95(C) 40.91(F),2007,Nov,Luxembourg,LUX
4.95(C) 40.91(F),2004,Jan,Andorra,AND
4.95(C) 40.91(F),2007,Jun,New Zealand,NZL
4.95(C) 40.92(F),2001,Dec,Turkmenistan,TKM
4.95(C) 40.92(F),2013,Nov,Lithuania,LTU
4.96(C) 40.92(F),2006,Jul,Chile,CHL
4.96(C) 40.93(F),2004,Dec,United Kingdom,GBR
4.96(C) 40.93(F),2015,Mar,Romania,ROU
4.96(C) 40.93(F),2010,Nov,Czech Republic,CZE
4.96(C) 40.93(F),2002,Mar,Czech Republic,CZE
4.96(C) 40.93(F),2011,Mar,Macedonia,MKD
4.96(C) 40.93(F),2003,Jan,Ireland,IRL
4.96(C) 40.93(F),2005,Nov,Luxembourg,LUX
4.96(C) 40.94(F),2007,Jan,Monaco,MCO
4.97(C) 40.94(F),2004,Nov,Luxembourg,LUX
4.97(C) 40.94(F),2014,Dec,Netherlands,NLD
4.97(C) 40.95(F),2004,Nov,Romania,ROU
4.97(C) 40.95(F),2007,May,Norway,NOR
4.97(C) 40.95(F),2004,Jan,Turkmenistan,TKM
4.97(C) 40.95(F),2008,Mar,Ukraine,UKR
4.97(C) 40.95(F),2000,Feb,United Kingdom,GBR
4.97(C) 40.95(F),2001,Mar,Armenia,ARM
4.97(C) 40.95(F),2001,Nov,Faroe Islands,FRO
4.98(C) 40.96(F),2015,Jan,Italy,ITA
4.98(C) 40.97(F),2003,Sep,Canada,CAN
4.98(C) 40.97(F),2002,Feb,Hungary,HUN
4.98(C) 40.97(F),2001,Apr,Austria,AUT
4.98(C) 40.97(F),2008,Nov,Poland,POL
4.99(C) 40.97(F),2012,Nov,Uzbekistan,UZB
4.99(C) 40.97(F),2005,Jun,New Zealand,NZL
4.99(C) 40.97(F),2014,Feb,United Kingdom,GBR
4.99(C) 40.98(F),2009,Jan,Iran,IRN
4.99(C) 40.98(F),2016,Oct,Estonia,EST
4.99(C) 40.98(F),2004,Apr,Kyrgyzstan,KGZ
4.99(C) 40.98(F),2011,Nov,Turkmenistan,TKM
4.99(C) 40.98(F),2008,Apr,Tajikistan,TJK
4.99(C) 40.98(F),2016,Nov,Slovenia,SVN
4.99(C) 40.99(F),2003,Nov,Czech Republic,CZE
5.00(C) 40.99(F),2006,Jan,Spain,ESP
5.00(C) 40.99(F),2006,Apr,Estonia,EST
5.00(C) 41.00(F),2002,Feb,Republic of Serbia,SRB
5.00(C) 41.00(F),2012,Oct,Tajikistan,TJK
